region_id,unit_id,fire_number,discovery_date,discovery_time,first_attack_date,first_attack_time,strategy_met_date,strategy_met_time,fire_out_date,fire_out_time,total_acres,statistical_cause,latitude,longitude
1,131,2011131018,8/30/2011,19:16,8/30/2011,19:26,8/30/2011,20:35,9/6/2011,14:00,0.9,7,48.87480281,-94.95718263
2,245,2011245017,9/2/2011,11:11,9/2/2011,13:33,9/2/2011,14:44,9/14/2011,9:00,0.1,1,47.90068061,-92.10733815
2,245,2011245018,9/2/2011,17:15,9/2/2011,18:00,9/2/2011,18:15,9/8/2011,11:00,0.5,7,47.72438651,-91.96140328
2,244,2011244033,9/5/2011,14:20,9/5/2011,14:40,9/5/2011,15:00,9/5/2011,15:30,0.1,2,46.41736447,-93.25972034
2,245,2011245019,9/6/2011,17:10,9/6/2011,17:15,9/6/2011,19:00,9/8/2011,12:00,0.5,7,47.75400517,-92.00381696
2,234,2011234024,9/8/2011,14:20,9/8/2011,14:30,9/8/2011,14:45,9/8/2011,16:00,0.5,5,47.45716586,-92.23088021
2,245,2011245020,9/8/2011,16:35,9/8/2011,17:20,9/8/2011,17:45,9/15/2011,18:00,0.7,4,47.75231813,-92.30036259
2,261,2011261010,9/8/2011,17:29,9/8/2011,18:00,9/8/2011,20:55,10/3/2011,12:00,1,2,48.19590898,-93.61853672
2,253,2011253010,9/9/2011,12:10,9/9/2011,12:21,9/9/2011,12:26,9/9/2011,13:00,0.01,6,46.99470598,-91.72794137
2,245,2011241005,9/9/2011,15:36,9/9/2011,16:15,9/9/2011,18:06,9/14/2011,13:00,4,1,48.36327427,-92.77213532
2,245,2011245021,9/9/2011,20:55,9/9/2011,21:05,9/9/2011,22:10,9/11/2011,12:00,0.6,7,47.68543708,-91.96063106
2,253,2011253011,9/10/2011,15:21,9/10/2011,15:24,9/10/2011,15:26,9/10/2011,15:30,0.01,6,47.02381543,-91.66995328
2,253,2011253012,9/10/2011,16:30,9/10/2011,16:41,9/10/2011,16:46,9/10/2011,17:03,0.01,6,46.92569637,-91.84455088
1,121,2011121057,9/10/2011,17:34,9/10/2011,17:55,9/10/2011,19:00,10/16/2011,8:00,2,5,48.69487856,-96.29825891
2,253,2011253013,9/11/2011,14:00,9/11/2011,14:18,9/11/2011,14:18,10/9/2011,8:00,0.1,4,48.00061651,-90.09667241
1,121,2011121051,9/11/2011,15:19,9/11/2011,15:40,9/11/2011,20:25,9/20/2011,14:00,300,7,48.97945511,-96.76471963
2,232,2011232025,9/13/2011,13:00,9/13/2011,13:15,9/13/2011,13:30,9/14/2011,8:00,0.01,2,46.66218376,-94.08540604
2,244,2011244035,9/13/2011,15:15,9/13/2011,15:35,9/13/2011,15:40,9/14/2011,9:00,0.1,5,46.37688818,-92.79072852
2,244,2011244034,9/13/2011,19:15,9/13/2011,19:31,9/13/2011,19:35,9/14/2011,9:00,0.1,5,46.37688818,-92.79072852
2,261,2011261011,9/15/2011,15:40,9/15/2011,16:15,9/15/2011,16:20,9/15/2011,16:45,1,5,48.5683525,-93.80992592
2,245,2011245022,9/16/2011,11:00,9/16/2011,11:35,9/16/2011,12:30,9/20/2011,8:00,0.1,3,47.90144162,-92.44688973
1,121,2011121053,9/16/2011,12:55,9/16/2011,13:05,9/16/2011,13:25,9/28/2011,8:00,1,5,48.90660813,-95.37195207
2,245,2011245023,9/16/2011,13:20,9/16/2011,13:58,9/16/2011,15:00,11/9/2011,8:00,1.5,7,47.78240813,-92.03938555
1,121,2011121054,9/16/2011,16:36,9/16/2011,16:45,9/16/2011,17:50,9/20/2011,14:00,40,7,48.57053322,-96.58168296
1,121,2011121055,9/16/2011,17:12,9/16/2011,17:30,9/16/2011,19:10,9/20/2011,14:00,160,7,48.52736671,-96.62506138
2,245,2011241006,9/17/2011,17:28,9/17/2011,18:04,9/17/2011,18:10,9/17/2011,19:11,0.1,9,48.16521046,-92.4300192
1,121,2011121056,9/18/2011,16:50,9/18/2011,18:00,9/19/2011,15:40,12/31/2011,20:00,2,5,48.92930028,-96.06495337
1,121,2011121058,9/24/2011,16:12,9/24/2011,16:30,9/24/2011,16:50,9/24/2011,16:50,5,7,48.62850131,-96.45127892
3,351,2011351026,9/26/2011,14:24,9/26/2011,14:28,9/26/2011,14:32,10/3/2011,15:59,0.25,9,45.47679599,-93.23738825
2,253,2011253014,9/27/2011,23:00,9/27/2011,23:20,9/27/2011,23:30,9/28/2011,10:00,0.01,4,47.3343044,-91.20067954
1,161,2011163031,9/28/2011,13:00,9/28/2011,13:10,9/28/2011,13:30,9/28/2011,13:45,0.1,2,46.68145627,-95.76575752
3,312,2011312033,9/28/2011,13:15,9/28/2011,13:26,9/28/2011,13:30,10/12/2011,8:00,0.5,2,46.31331177,-94.59323505
2,232,2011232026,9/28/2011,14:51,9/28/2011,15:10,9/28/2011,15:30,11/18/2011,8:00,0.1,2,46.61385963,-93.15608929
2,244,2011244036,9/28/2011,16:42,9/28/2011,16:46,9/28/2011,16:55,9/29/2011,8:00,0.6,5,46.39487805,-92.78554788
1,121,2011121059,9/28/2011,21:07,9/28/2011,21:20,9/28/2011,22:00,10/26/2011,8:00,2,7,48.99393817,-96.91098135
3,351,2011351027,9/29/2011,15:30,9/29/2011,15:45,9/29/2011,16:55,9/30/2011,11:08,5.5,7,45.38655097,-93.2729948
1,121,2011121060,9/29/2011,17:43,9/29/2011,18:00,9/29/2011,18:04,9/29/2011,18:04,0.25,7,48.57053901,-96.59274757
1,111,2011111038,10/1/2011,12:15,10/1/2011,12:45,10/1/2011,13:00,10/2/2011,8:00,1,4,47.26774666,-95.63960134
2,234,2011234025,10/1/2011,12:20,10/1/2011,12:35,10/1/2011,12:45,10/20/2011,10:00,0.2,9,47.42754969,-92.98725751
1,161,2011161015,10/1/2011,14:20,10/1/2011,14:30,10/1/2011,14:30,10/2/2011,8:00,0.2,5,46.96666025,-95.0339343
2,253,2011253015,10/1/2011,16:44,10/1/2011,17:04,10/1/2011,17:18,10/3/2011,10:00,0.25,4,47.3273745,-91.21096036
1,121,2011121061,10/1/2011,16:52,10/1/2011,17:07,10/1/2011,17:31,10/1/2011,17:31,1,7,48.39372446,-95.77224219
1,121,2011121063,10/1/2011,21:07,10/1/2011,21:23,10/1/2011,21:23,10/26/2011,8:00,40,5,48.55961452,-96.60368539
1,161,2011161017,10/2/2011,14:32,10/2/2011,14:45,10/2/2011,15:00,10/11/2011,8:00,1,5,46.54489898,-94.90271133
1,142,2011142007,10/2/2011,15:15,10/2/2011,15:35,10/2/2011,16:45,10/19/2011,8:00,1,4,46.40737399,-94.33576181
1,142,2011142008,10/2/2011,15:15,10/2/2011,15:27,10/2/2011,15:38,10/10/2011,8:00,0.05,2,46.32776704,-94.33525147
3,312,2011312034,10/2/2011,15:45,10/2/2011,16:48,10/2/2011,17:20,10/8/2011,8:00,34.5,7,46.30198236,-94.78152181
1,111,2011111039,10/2/2011,16:10,10/2/2011,16:20,10/2/2011,18:30,11/21/2011,8:00,21,7,47.39597276,-95.53849594
1,121,2011121062,10/2/2011,16:45,10/2/2011,17:00,10/2/2011,17:20,10/2/2011,17:20,0.1,7,48.37552052,-95.75620758
1,161,2011161016,10/2/2011,17:00,10/2/2011,18:00,10/2/2011,18:30,10/3/2011,8:00,3,7,46.98275002,-95.42099441
1,121,2011121064,10/2/2011,17:57,10/2/2011,18:30,10/2/2011,19:10,10/26/2011,8:00,60,5,48.950435,-96.88344635
1,142,2011142009,10/2/2011,23:07,10/2/2011,23:15,10/2/2011,23:20,10/3/2011,10:00,0.01,9,46.82335669,-93.93605338
3,312,2011312035,10/3/2011,12:42,10/3/2011,12:50,10/3/2011,12:51,10/3/2011,14:00,0.02,5,45.7769346,-94.30269447
2,251,2011251025,10/3/2011,12:55,10/3/2011,13:10,10/3/2011,13:15,10/3/2011,13:35,0.04,6,46.66554505,-92.5359133
1,142,2011142010,10/3/2011,14:05,10/3/2011,14:07,10/3/2011,14:08,10/6/2011,10:34,0.25,2,46.81467442,-94.49987845
1,111,2011111040,10/3/2011,14:20,10/3/2011,14:30,10/3/2011,16:00,10/5/2011,11:00,1,5,47.66153759,-95.42904728
1,121,2011121065,10/3/2011,14:46,10/3/2011,14:59,10/3/2011,16:11,10/27/2011,15:00,40,5,48.27915403,-95.36571607
2,261,2011261012,10/3/2011,16:00,10/3/2011,16:45,10/3/2011,16:45,10/5/2011,9:00,0.5,5,48.56469042,-93.81000298
1,111,2011111041,10/3/2011,17:00,10/3/2011,18:30,10/3/2011,22:30,11/1/2011,8:00,1.5,4,47.70768568,-95.17034763
3,351,2011351028,10/4/2011,15:42,10/4/2011,16:01,10/4/2011,16:30,10/8/2011,13:04,1,9,45.21256982,-93.02727852
3,351,2011351029,10/4/2011,18:30,10/4/2011,18:40,10/4/2011,18:45,10/5/2011,8:00,0.01,4,45.38447433,-93.69801405
1,121,2011121079,10/5/2011,11:02,10/5/2011,11:20,10/5/2011,11:23,10/26/2011,8:00,1,5,48.71888084,-96.53922138
2,251,2011251026,10/5/2011,13:00,10/5/2011,13:30,10/5/2011,13:45,10/6/2011,9:00,0.01,5,47.17945582,-93.02561678
2,244,2011244038,10/5/2011,13:00,10/5/2011,13:26,10/5/2011,13:36,10/6/2011,8:00,0.25,9,46.02640874,-93.05222528
2,244,2011244037,10/5/2011,13:08,10/5/2011,13:13,10/5/2011,13:51,10/6/2011,8:00,0.25,9,46.02640874,-93.05222528
1,121,2011121066,10/5/2011,14:03,10/5/2011,14:30,10/14/2011,8:00,3/15/2012,8:00,28810,5,48.82160046,-96.33001224
1,111,2011111042,10/5/2011,14:04,10/5/2011,14:30,10/5/2011,14:50,10/27/2011,8:00,1,2,47.7370743,-95.64097278
1,121,2011121072,10/5/2011,14:27,10/7/2011,15:00,10/7/2011,20:45,12/31/2011,20:00,2388,7,48.86303663,-96.5772232
1,121,2011121067,10/5/2011,14:30,10/5/2011,14:44,10/5/2011,18:52,12/15/2011,8:00,150,5,48.331932,-96.07719595
2,232,2011232027,10/5/2011,14:52,10/5/2011,15:09,10/5/2011,15:22,10/5/2011,15:45,0.3,2,46.28856244,-93.96601727
1,161,2011163033,10/5/2011,15:10,10/5/2011,15:15,10/5/2011,15:30,10/5/2011,15:45,0.5,2,46.61261888,-95.60390698
3,312,2011312036,10/5/2011,15:26,10/5/2011,15:46,10/5/2011,15:50,11/7/2011,8:00,0.01,5,45.93494828,-94.34248272
1,161,2011161019,10/5/2011,15:58,10/5/2011,16:08,10/5/2011,17:30,10/5/2011,21:00,0.1,5,46.91483082,-94.77332856
2,234,2011234026,10/5/2011,16:00,10/5/2011,16:15,10/5/2011,16:40,11/7/2011,8:00,0.1,2,47.32053843,-93.27110079
1,161,2011161018,10/5/2011,16:18,10/5/2011,16:34,10/6/2011,12:00,11/15/2011,16:00,8,5,47.05267688,-95.18327884
1,121,2011121068,10/5/2011,16:42,10/5/2011,17:15,10/5/2011,19:15,12/20/2011,16:15,40,5,48.6390419,-96.09533308
2,232,2011232028,10/5/2011,16:43,10/5/2011,17:02,10/5/2011,17:05,10/8/2011,8:00,1,2,46.40464067,-94.13383488
1,111,2011111043,10/5/2011,17:11,10/5/2011,17:30,10/5/2011,17:46,11/21/2011,8:00,8.4,5,47.46372043,-95.66046998
1,121,2011121069,10/5/2011,23:44,10/6/2011,0:28,10/6/2011,2:45,12/20/2011,16:00,155,7,48.92756774,-95.57461305
3,351,2011351030,10/6/2011,11:40,10/6/2011,11:56,10/6/2011,12:05,10/8/2011,18:00,0.6,2,45.39887354,-93.78051268
3,312,2011312039,10/6/2011,12:26,10/6/2011,12:31,10/6/2011,12:40,10/6/2011,12:45,0.5,2,45.66416746,-93.92240807
3,312,2011312038,10/6/2011,13:02,10/6/2011,13:08,10/6/2011,13:39,10/7/2011,8:00,0.1,7,46.02639594,-93.23015557
1,121,2011121070,10/6/2011,13:52,10/6/2011,14:45,10/6/2011,19:42,11/16/2011,8:00,787,7,48.53817901,-96.57605007
3,312,2011312040,10/6/2011,14:56,10/6/2011,15:09,10/6/2011,15:23,10/7/2011,8:00,0.2,4,46.30965087,-94.56177731
3,312,2011312037,10/6/2011,15:04,10/6/2011,15:30,10/6/2011,20:00,10/12/2011,14:00,120,2,45.94578021,-94.7082336
1,111,2011111045,10/6/2011,15:06,10/6/2011,15:20,10/6/2011,15:30,10/13/2011,8:00,1,5,47.41713351,-95.48493003
1,161,2011163016,10/6/2011,15:50,10/6/2011,16:10,10/6/2011,17:30,10/10/2011,12:00,1,9,46.37101351,-95.94943969
2,244,2011244039,10/6/2011,16:06,10/6/2011,16:07,10/6/2011,17:25,10/7/2011,8:00,12,9,45.74596544,-92.80825575
3,351,2011351031,10/6/2011,16:15,10/6/2011,16:46,10/6/2011,20:06,10/11/2011,14:53,2.5,9,45.36806965,-93.14638155
1,142,2011142011,10/6/2011,16:20,10/6/2011,16:30,10/6/2011,16:35,10/10/2011,8:00,1.2,4,46.35331993,-94.42455677
1,161,2011163017,10/6/2011,19:58,10/6/2011,20:22,10/6/2011,21:30,10/9/2011,8:00,1,5,47.00779052,-95.88326976
1,142,2011142012,10/6/2011,20:07,10/6/2011,20:44,10/6/2011,20:50,10/7/2011,8:00,0.3,7,46.45763962,-94.72497038
1,121,2011121073,10/6/2011,21:20,10/6/2011,21:40,10/7/2011,9:00,11/16/2011,8:00,20,7,48.49830276,-96.10011016
1,121,2011121071,10/6/2011,21:24,10/6/2011,22:05,10/6/2011,23:48,10/27/2011,15:00,5,7,48.5132993,-95.79919998
2,244,2011244040,10/7/2011,8:30,10/7/2011,8:34,10/7/2011,9:24,10/8/2011,8:00,1.1,9,46.12733116,-92.99905507
1,131,2011131019,10/7/2011,8:43,10/7/2011,8:47,10/7/2011,10:03,10/13/2011,13:30,32,7,48.55750786,-94.67231426
3,351,2011351032,10/7/2011,10:45,10/7/2011,11:06,10/7/2011,11:09,10/8/2011,15:32,0.25,5,45.27566022,-93.48312997
3,351,2011351033,10/7/2011,10:45,10/7/2011,11:06,10/7/2011,11:09,10/7/2011,18:00,0.1,4,45.50678529,-93.585465
2,232,2011232029,10/7/2011,11:03,10/7/2011,11:15,10/7/2011,11:40,10/10/2011,8:00,0.1,9,46.21594616,-93.98131247
2,232,2011232044,10/7/2011,13:05,10/7/2011,14:15,10/7/2011,15:15,10/7/2011,15:15,0.5,9,46.75276601,-93.74231988
1,161,2011163018,10/7/2011,13:15,10/7/2011,13:35,10/7/2011,15:00,10/10/2011,12:00,0.6,5,45.69260234,-95.72491481
1,161,2011161021,10/7/2011,13:37,10/7/2011,13:48,10/7/2011,14:44,10/7/2011,16:16,35,2,46.9220373,-95.27147171
2,232,2011232030,10/7/2011,13:56,10/7/2011,14:09,10/7/2011,14:21,10/9/2011,8:00,0.3,5,46.36377163,-94.28934112
2,251,2011251027,10/7/2011,14:02,10/7/2011,14:26,10/7/2011,14:40,10/8/2011,9:00,0.1,9,46.95740246,-92.70371667
1,161,2011161020,10/7/2011,14:16,10/7/2011,14:28,10/7/2011,15:00,10/11/2011,8:00,0.2,2,46.41759287,-94.81321048
2,245,2011241007,10/7/2011,14:19,10/7/2011,14:19,10/8/2011,13:00,10/14/2011,12:00,3.4,9,48.30321098,-93.13072206
2,232,2011232032,10/7/2011,14:25,10/7/2011,14:40,10/7/2011,16:23,10/12/2011,8:00,11,5,46.64047033,-94.27937115
1,142,2011142013,10/7/2011,14:25,10/7/2011,14:28,10/7/2011,14:45,11/1/2011,8:00,0.25,7,46.72038942,-94.40627883
1,142,2011142015,10/7/2011,14:27,10/7/2011,14:35,10/7/2011,14:45,10/8/2011,8:00,0.1,9,46.51228269,-94.69451396
1,142,2011142014,10/7/2011,14:40,10/7/2011,15:13,10/7/2011,15:13,10/8/2011,11:30,0.01,9,46.9255996,-94.18167848
2,221,2011221011,10/7/2011,15:16,10/7/2011,15:41,10/7/2011,16:11,10/10/2011,10:00,1.5,9,47.59564022,-93.50412055
2,232,2011232031,10/7/2011,15:28,10/7/2011,15:40,10/7/2011,15:58,10/8/2011,8:00,0.27,2,46.28176315,-94.29023254
2,234,2011234027,10/7/2011,16:10,10/7/2011,16:35,10/7/2011,17:31,10/11/2011,11:10,4,9,47.55043662,-93.16335452
2,221,2011221012,10/7/2011,16:34,10/7/2011,17:51,10/7/2011,17:53,10/10/2011,10:30,0.5,9,47.36371294,-93.68507998
1,111,2011111046,10/7/2011,17:00,10/7/2011,17:10,10/7/2011,19:00,10/8/2011,8:00,0.1,9,47.71776365,-96.18339836
2,244,2011244041,10/7/2011,17:04,10/7/2011,17:05,10/7/2011,17:22,10/8/2011,8:00,0.25,7,46.00909609,-92.93771605
3,351,2011351034,10/7/2011,17:47,10/7/2011,17:57,10/7/2011,17:58,10/8/2011,18:00,0.3,4,45.39161581,-93.67192551
2,245,2011245025,10/7/2011,18:15,10/7/2011,19:30,10/8/2011,17:00,11/9/2011,8:00,7,9,48.00092202,-92.63538682
2,232,2011232035,10/7/2011,18:27,10/7/2011,18:45,10/7/2011,19:00,10/8/2011,9:00,0.7,5,46.54151386,-93.97714623
2,232,2011232033,10/7/2011,19:06,10/7/2011,19:37,10/7/2011,19:55,10/25/2011,8:00,0.01,5,46.74781321,-94.04272845
1,121,2011121075,10/7/2011,19:45,10/7/2011,20:00,10/7/2011,21:00,10/26/2011,8:00,10,7,48.46605461,-96.26933082
2,244,2011244042,10/7/2011,20:10,10/7/2011,20:15,10/7/2011,20:20,10/8/2011,8:00,0.1,9,46.12395706,-92.91048317
2,234,2011234028,10/7/2011,20:45,10/7/2011,21:00,10/7/2011,21:30,10/10/2011,8:00,0.1,9,47.36971864,-92.80685974
2,234,2011234029,10/7/2011,21:10,10/7/2011,21:35,10/7/2011,23:00,10/8/2011,9:00,0.5,9,47.54653545,-93.19001462
2,234,2011234030,10/7/2011,21:31,10/7/2011,21:45,10/8/2011,0:01,10/19/2011,8:00,0.7,9,47.39926395,-92.53992528
3,351,2011351035,10/7/2011,22:16,10/7/2011,22:26,10/7/2011,22:45,10/17/2011,8:00,0.4,2,45.35564662,-93.69298677
1,121,2011121074,10/7/2011,22:40,10/7/2011,23:00,10/8/2011,2:00,10/26/2011,8:00,100,7,48.74771261,-96.59924042
2,244,2011244043,10/8/2011,1:05,10/8/2011,1:10,10/8/2011,4:00,10/9/2011,8:00,4.7,9,46.36269057,-92.83749069
1,121,2011121086,10/8/2011,2:00,10/8/2011,2:20,10/8/2011,3:33,10/26/2011,8:00,3,7,48.57454972,-96.01829263
1,111,2011111044,10/8/2011,5:30,10/8/2011,6:00,10/8/2011,6:00,10/8/2011,10:00,0.1,9,47.53513089,-94.77047868
1,161,2011163019,10/8/2011,12:22,10/8/2011,12:27,10/8/2011,12:55,10/8/2011,14:40,4,5,46.74198095,-96.11466862
1,121,2011121083,10/8/2011,13:28,10/8/2011,13:45,10/8/2011,14:31,10/26/2011,8:00,5,5,48.54557375,-96.62496732
3,351,2011351036,10/8/2011,13:48,10/8/2011,13:59,10/8/2011,14:03,10/17/2011,8:00,0.5,5,45.34456822,-93.62553087
2,253,2011253016,10/8/2011,14:16,10/8/2011,14:29,10/8/2011,15:45,10/15/2011,12:00,1,5,47.25127181,-91.42869516
2,244,2011244044,10/8/2011,14:27,10/8/2011,14:30,10/8/2011,14:52,10/9/2011,8:00,1,7,46.30762758,-92.57668655
2,244,2011244045,10/8/2011,15:55,10/8/2011,16:04,10/9/2011,16:30,10/12/2011,8:00,67,7,46.21686562,-92.38164779
2,244,2011244046,10/8/2011,17:03,10/8/2011,17:06,10/8/2011,17:29,10/9/2011,8:00,0.1,4,46.35513446,-92.75392349
1,121,2011121076,10/8/2011,18:24,10/8/2011,18:59,10/8/2011,19:30,10/27/2011,15:00,0.5,2,48.21816871,-95.67226441
2,253,2011253017,10/8/2011,21:00,10/9/2011,10:30,10/9/2011,11:00,10/18/2011,8:00,0.01,4,47.48106336,-91.02015493
1,121,2011121077,10/9/2011,13:40,10/9/2011,13:43,10/9/2011,14:00,10/26/2011,8:00,1,9,48.54417931,-95.95252402
2,244,2011244047,10/9/2011,15:20,10/9/2011,15:22,10/9/2011,15:45,10/9/2011,15:50,0.1,9,45.77175318,-92.80864328
1,121,2011121080,10/9/2011,17:33,10/9/2011,17:56,10/9/2011,18:00,10/27/2011,15:30,1,5,48.41130356,-95.55523996
1,121,2011121078,10/9/2011,19:00,10/9/2011,19:45,10/9/2011,20:00,10/27/2011,15:00,1,9,48.13466797,-95.74699316
2,245,2011245026,10/9/2011,19:07,10/9/2011,19:26,10/9/2011,20:00,10/11/2011,8:00,0.1,5,47.88985453,-92.8723549
2,245,2011245027,10/10/2011,15:20,10/10/2011,16:10,10/10/2011,17:00,10/17/2011,8:00,2.2,7,47.72737637,-91.94590105
3,351,2011351037,10/11/2011,14:59,10/11/2011,15:05,10/11/2011,15:49,10/16/2011,16:05,0.25,2,45.33944849,-93.19274133
1,121,2011121082,10/11/2011,17:30,10/11/2011,17:55,10/11/2011,18:05,10/11/2011,18:30,1,5,48.28360201,-95.70989397
1,121,2011121081,10/11/2011,17:30,10/11/2011,18:00,10/11/2011,18:30,10/26/2011,12:00,1,7,48.13436069,-95.80659328
3,341,2011334005,10/12/2011,12:56,10/12/2011,13:02,10/12/2011,13:26,10/12/2011,14:00,1,3,44.19509649,-92.13248509
1,121,2011121111,10/14/2011,19:55,10/14/2011,20:15,10/14/2011,21:15,10/14/2011,21:15,3,7,48.31297745,-96.82445301
1,121,2011121109,10/14/2011,20:15,10/14/2011,20:30,10/14/2011,22:30,10/14/2011,22:30,30,7,48.41127899,-96.54388332
1,121,2011121110,10/14/2011,21:00,10/14/2011,22:10,10/14/2011,22:10,10/14/2011,22:10,3,7,48.35652864,-96.82457025
1,121,2011121112,10/14/2011,21:30,10/14/2011,21:45,10/14/2011,22:50,10/14/2011,22:50,8,7,48.40045458,-96.53830608
1,161,2011163022,10/15/2011,13:50,10/15/2011,13:57,10/15/2011,14:30,10/15/2011,15:02,0.1,5,46.85574919,-95.44558207
1,161,2011163023,10/15/2011,14:15,10/15/2011,14:30,10/15/2011,15:00,10/17/2011,13:30,0.1,5,46.74265028,-95.65547505
2,244,2011244048,10/15/2011,20:30,10/15/2011,21:00,10/15/2011,21:15,10/25/2011,8:00,1,1,46.40144461,-92.45423699
3,351,2011351038,10/16/2011,13:35,10/16/2011,13:53,10/16/2011,14:31,10/17/2011,10:52,0.05,4,45.44360234,-93.07980333
2,244,2011244049,10/16/2011,14:26,10/16/2011,14:33,10/16/2011,14:33,10/16/2011,14:33,0.25,2,46.30785949,-92.80593945
1,121,2011121084,10/16/2011,14:50,10/16/2011,15:06,10/16/2011,15:35,10/27/2011,15:00,10,5,48.42224207,-95.55495043
3,312,2011312041,10/16/2011,14:55,10/16/2011,15:15,10/16/2011,15:25,10/17/2011,9:00,0.1,2,46.00042893,-94.53796771
3,351,2011351040,10/16/2011,15:28,10/16/2011,15:34,10/16/2011,15:44,10/18/2011,14:00,0.1,9,45.30118109,-93.58481187
2,244,2011244050,10/16/2011,16:12,10/16/2011,16:24,10/16/2011,16:28,10/16/2011,16:34,0.1,2,46.09837013,-92.90027813
2,251,2011251028,10/16/2011,16:16,10/16/2011,17:15,10/16/2011,17:16,10/16/2011,17:30,0.01,9,46.96164778,-92.32540607
3,351,2011351041,10/16/2011,16:26,10/16/2011,16:48,10/16/2011,16:56,10/18/2011,14:00,0.8,5,45.517485,-93.91593668
2,234,2011234031,10/16/2011,16:40,10/16/2011,17:15,10/16/2011,17:30,11/21/2011,8:00,0.1,9,47.32431996,-92.82777582
1,161,2011163020,10/16/2011,17:00,10/16/2011,17:05,10/16/2011,19:00,10/24/2011,10:14,4.2,5,46.87412834,-95.74986016
3,351,2011351039,10/16/2011,17:38,10/16/2011,17:47,10/16/2011,17:51,10/18/2011,14:00,0.5,7,45.55615481,-93.18051458
2,244,2011244051,10/16/2011,19:05,10/16/2011,19:44,10/16/2011,20:43,10/20/2011,8:00,14,4,46.27820464,-92.40275113
1,161,2011163021,10/16/2011,19:30,10/16/2011,20:00,10/16/2011,20:30,10/24/2011,10:14,0.2,7,46.90993778,-95.51683387
2,251,2011251029,10/16/2011,21:40,10/16/2011,21:50,10/16/2011,22:00,10/17/2011,8:00,0.1,9,47.21411569,-92.36336196
1,161,2011161022,10/16/2011,22:58,10/16/2011,23:28,10/16/2011,23:40,10/16/2011,23:40,2,7,46.9792074,-95.38915808
3,351,2011351042,10/17/2011,15:28,10/17/2011,15:41,10/17/2011,15:45,10/20/2011,16:50,1,5,45.36870388,-93.26812016
3,351,2011351043,10/17/2011,15:42,10/17/2011,15:49,10/17/2011,15:55,10/20/2011,8:00,0.1,2,45.28133261,-93.08306914
1,111,2011111047,10/17/2011,16:25,10/17/2011,16:50,10/17/2011,17:15,10/19/2011,8:00,0.2,5,47.38593283,-94.70006164
1,161,2011161023,10/18/2011,17:35,10/18/2011,17:50,10/18/2011,18:20,11/1/2011,9:00,0.5,5,46.71974227,-94.95140546
2,253,2011253018,10/19/2011,1:00,10/19/2011,1:10,10/19/2011,2:00,10/21/2011,8:00,0.01,9,47.04938596,-91.67501845
